Gene_stable_ID	Gene_name	Gene_description	Gene_type	Chromosome.scaffold_name	Gene_start_.bp.	Gene_end_.bp.	Strand	Transcript_stable_ID	Transcript_start_.bp.	Transcript_end_.bp.	NCBI_gene_ID	RefSeq_ID	GO_term_name
WBGene00000093	agt-1	AlkylGuanine_DNA_alkylTransferase	protein_coding	IV	13368459	13369417	-	Y62E10A.5a;Y62E10A.5b.1;Y62E10A.5b.2	13368459;13368475;13368524	13369417;13369414;13369415	190454	NM_001047589;NM_001047590	nucleus;transferase_activity,_transferring_alkyl_or_aryl_(other_than_methyl)_groups;damaged_DNA_binding;methylated-DNA-[protein]-cysteine_S-methyltransferase_activity;DNA_dealkylation_involved_in_DNA_repair;transferase_activity;catalytic_activity;methylation;DNA_repair
WBGene00000094	agt-2	AlkylGuanine_DNA_alkylTransferase	protein_coding	II	5371806	5373421	-	F09E5.13	5371806	5373421	184244	?	transferase_activity
WBGene00000095	aha-1	Aryl_hydrocarbon_receptor_nuclear_translocator_homolog	protein_coding	I	10193926	10197000	-	C25A1.11a;C25A1.11b	10193926	10197000	172889	NM_001264398;NM_001264397	transcription_factor_activity,_sequence-specific_DNA_binding;cytoplasm;nucleus;DNA_binding;positive_regulation_of_transcription_from_RNA_polymerase_II_promoter;cell_fate_specification;intracellular;signal_transducer_activity;transcription_from_RNA_polymerase_II_promoter;response_to_xenobiotic_stimulus;RNA_polymerase_II_transcription_factor_binding;intracellular_receptor_signaling_pathway;RNA_polymerase_II_transcription_factor_complex;social_behavior;neurogenesis;regulation_of_transcription,_DNA-templated;transcription,_DNA-templated;multicellular_organism_development;protein_binding;protein_dimerization_activity;transcription_factor_complex;sequence-specific_DNA_binding
WBGene00000096	ahr-1	Aryl_hydrocarbon_receptor_protein_1	protein_coding	I	9522578	9531130	+	C41G7.5a;C41G7.5b	9522578;9524662	9531130	172788	NM_001025865;NM_001025866	transcription,_DNA-templated;DNA_binding;positive_regulation_of_transcription_from_RNA_polymerase_II_promoter;intracellular;negative_regulation_of_locomotion;signal_transducer_activity;response_to_xenobiotic_stimulus;nervous_system_development;RNA_polymerase_II_transcription_factor_binding;intracellular_receptor_signaling_pathway;behavior;aryl_hydrocarbon_receptor_activity;nuclear_aryl_hydrocarbon_receptor_complex;nucleus;regulation_of_transcription,_DNA-templated;protein_dimerization_activity;protein_binding
WBGene00000097	aip-1	Arsenite_Inducible_Protein	protein_coding	V	14012333	14013644	+	F58E10.4	14012333	14013644	179898	?	zinc_ion_binding;cytoplasm;nucleus;cellular_response_to_misfolded_protein;response_to_arsenic-containing_substance;metal_ion_binding
WBGene00000098	air-1	Aurora/Ipl1_Related_kinase	protein_coding	V	8221410	8223587	+	K07C11.2.1;K07C11.2.2	8221488;8221410	8223587	179202	NM_072718	protein_kinase_activity;ATP_binding;centrosome;protein_phosphorylation;condensed_nuclear_chromosome;regulation_of_cytokinesis;spindle_midzone;astral_microtubule;kinetochore_microtubule;spindle_pole_centrosome;mitotic_spindle_assembly;positive_regulation_of_protein_localization_to_centrosome;histone_serine_kinase_activity;chromosome_passenger_complex;condensed_nuclear_chromosome,_centromeric_region;kinase_activity;phosphorylation;nucleotide_binding;protein_serine/threonine_kinase_activity;protein_binding;cell_cycle;histone-serine_phosphorylation
WBGene00000099	air-2	Aurora/IPL1-related_protein_kinase_2	protein_coding	I	5937477	5938885	+	B0207.4	5937477	5938885	172268	NM_059313	protein_kinase_activity;ATP_binding;cytoplasm;multicellular_organism_development;protein_serine/threonine_kinase_activity;condensed_chromosome;protein_phosphorylation;condensed_nuclear_chromosome;kinesin_binding;spindle;chromosome_segregation;protein_autophosphorylation;peptidyl-serine_phosphorylation;spindle_midzone;meiotic_spindle_midzone_assembly;regulation_of_actomyosin_contractile_ring_contraction;midbody;mitotic_spindle_midzone_assembly;peptidyl-threonine_phosphorylation;spindle_microtubule;spindle_pole_centrosome;ATPase_binding;chromosome_condensation;establishment_of_protein_localization;histone_serine_kinase_activity;chromosome_passenger_complex;condensed_nuclear_chromosome,_centromeric_region;kinase_activity;phosphorylation;nucleotide_binding;transferase_activity;cell_division;protein_binding;covalent_chromatin_modification;chromosome;cell_cycle;cytoskeleton;meiotic_cell_cycle;histone-serine_phosphorylation
WBGene00000100	ajm-1	Apical_Junction_Molecule	protein_coding	X	9098346	9113618	+	C25A11.4a;C25A11.4b;C25A11.4c;C25A11.4d;C25A11.4e	9098346;9105282	9113618;9108471;9111079	181148	NM_077135;NM_077137;NM_077136;NM_171966;NM_001047756	embryo_development_ending_in_birth_or_egg_hatching;cytoskeletal_protein_binding;cell-cell_adherens_junction;dendrite_terminus;apical_junction_complex;cell-cell_junction_organization;apicolateral_plasma_membrane;ciliary_basal_body;cell-cell_junction;integral_component_of_membrane;membrane;protein_binding
WBGene00000101	aka-1	A_Kinase_Anchor_protein	protein_coding	II	7472729	7478959	-	D1022.7a.1;D1022.7a.2;D1022.7b.1;D1022.7b.2;D1022.7c.1;D1022.7c.2	7472732;7472729;7476220	7478537;7478959	174216	NM_001026874;NM_063164;NM_001026876	metal_ion_binding;kinase_activity;phosphatidylinositol-3-phosphate_binding;phosphorylation
WBGene00000102	akt-1	Serine/threonine-protein_kinase_akt-1	protein_coding	V	10248907	10252895	+	C12D8.10a;C12D8.10b;C12D8.10c	10248907	10252895;10252773	179424	NM_001028474;NM_001028475	protein_kinase_activity;ATP_binding;metal_ion_binding;phosphatidylinositol-3,4,5-trisphosphate_binding;calmodulin_binding;chemotaxis;chemosensory_behavior;dendrite;axon;determination_of_adult_lifespan;neuronal_cell_body;intracellular;innate_immune_response;protein_serine/threonine_kinase_activity;insulin_receptor_signaling_pathway;protein_phosphorylation;response_to_salt;intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage_by_p53_class_mediator;peptidyl-serine_phosphorylation;peptidyl-threonine_phosphorylation;cytoplasmic_side_of_plasma_membrane;kinase_activity;phosphorylation;nucleotide_binding;transferase_activity;multicellular_organism_development;protein_binding;regulation_of_synaptic_growth_at_neuromuscular_junction;lipid_binding;immune_system_process
WBGene00000103	akt-2	Serine/threonine-protein_kinase_akt-2	protein_coding	X	14147700	14152070	+	F28H6.1a;F28H6.1b	14147700	14151968;14152070	181524	NM_077956	protein_kinase_activity;ATP_binding;metal_ion_binding;phosphatidylinositol-3,4,5-trisphosphate_binding;determination_of_adult_lifespan;intracellular_signal_transduction;intracellular;innate_immune_response;protein_serine/threonine_kinase_activity;insulin_receptor_signaling_pathway;protein_phosphorylation;peptidyl-serine_phosphorylation;peptidyl-threonine_phosphorylation;kinase_activity;phosphorylation;nucleotide_binding;transferase_activity;multicellular_organism_development;protein_binding;regulation_of_synaptic_growth_at_neuromuscular_junction;immune_system_process
WBGene00000105	alg-1	?	protein_coding	X	13949142	13956256	+	F48F7.1a;F48F7.1b	13951262;13949142	13956256	181504	?	cytoplasm;embryo_development_ending_in_birth_or_egg_hatching;nematode_larval_development;vulval_development;hermaphrodite_genitalia_development;P-body;endoribonuclease_activity,_cleaving_siRNA-paired_mRNA;miRNA_binding;micro-ribonucleoprotein_complex;nucleic_acid_binding;gene_silencing_by_RNA;RNA_phosphodiester_bond_hydrolysis,_endonucleolytic;single-stranded_RNA_binding;double-stranded_RNA_binding;endoribonuclease_activity,_producing_3'-phosphomonoesters;production_of_miRNAs_involved_in_gene_silencing_by_miRNA;mRNA_cleavage_involved_in_gene_silencing_by_miRNA;small_RNA_loading_onto_RISC
WBGene00000106	alg-2	?	protein_coding	II	873176	878954	+	T07D3.7a;T07D3.7b	873176;874160	878954	173468	NM_182192;NM_061436	cytoplasm;embryo_development_ending_in_birth_or_egg_hatching;nematode_larval_development;single-stranded_RNA_binding;double-stranded_RNA_binding;endoribonuclease_activity,_cleaving_siRNA-paired_mRNA;miRNA_binding;micro-ribonucleoprotein_complex;endoribonuclease_activity,_producing_3'-phosphomonoesters;production_of_miRNAs_involved_in_gene_silencing_by_miRNA;mRNA_cleavage_involved_in_gene_silencing_by_miRNA;small_RNA_loading_onto_RISC;nucleic_acid_binding;gene_silencing_by_RNA;RNA_phosphodiester_bond_hydrolysis,_endonucleolytic
WBGene00000107	alh-1	ALdehyde_deHydrogenase	protein_coding	III	5077765	5080674	+	F54D8.3a.1;F54D8.3a.2;F54D8.3b.1;F54D8.3b.2;F54D8.3b.3;F54D8.3b.4	5077765;5078419;5078745	5080579;5080674	175691	NM_065680;NM_181921	aldehyde_dehydrogenase_(NAD)_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_NAD_or_NADP_as_acceptor
WBGene00000109	alh-3	10-formyltetrahydrofolate_dehydrogenase	protein_coding	IV	11022603	11025872	+	F36H1.6	11022603	11025872	177999	NM_069653	cytoplasm;biosynthetic_process;one-carbon_metabolic_process;hydroxymethyl-,_formyl-_and_related_transferase_activity;10-formyltetrahydrofolate_catabolic_process;formyltetrahydrofolate_dehydrogenase_activity;aminobutyraldehyde_dehydrogenase_activity;4-trimethylammoniobutyraldehyde_dehydrogenase_activity;oxidation-reduction_process;catalytic_activity;metabolic_process;oxidoreductase_activity;aldehyde_dehydrogenase_(NAD)_activity
WBGene00000110	alh-4	Aldehyde_dehydrogenase	protein_coding	V	6427211	6429927	-	T05H4.13a.1;T05H4.13a.2;T05H4.13b.1;T05H4.13b.2;T05H4.13c.1;T05H4.13c.2	6427211;6427222;6427837	6429914;6429927	179026	NM_171471;NM_171472;NM_072233	integral_component_of_membrane;cellular_aldehyde_metabolic_process;aldehyde_dehydrogenase_[NAD(P)+]_activity;membrane;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;aldehyde_dehydrogenase_(NAD)_activity;3-chloroallyl_aldehyde_dehydrogenase_activity
WBGene00000111	alh-5	Aldehyde_dehydrogenase	protein_coding	V	1996109	1999581	-	T08B1.3	1996109	1999581	178680	NM_071144	cellular_aldehyde_metabolic_process;aldehyde_dehydrogenase_[NAD(P)+]_activity;aldehyde_dehydrogenase_(NAD)_activity;3-chloroallyl_aldehyde_dehydrogenase_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity
WBGene00000112	alh-6	ALdehyde_deHydrogenase	protein_coding	II	1306240	1310133	-	F56D12.1a.1;F56D12.1a.2;F56D12.1a.3;F56D12.1b.1;F56D12.1b.2;F56D12.1b.3;F56D12.1c.1;F56D12.1c.2;F56D12.1c.3;F56D12.1d.1;F56D12.1d.2	1306240;1307106;1306264	1309754;1310133;1309764;1309358	173510	NM_061545;NM_182151;NM_001047317	1-pyrroline-5-carboxylate_dehydrogenase_activity;glutamate_biosynthetic_process;proline_biosynthetic_process;aldehyde_dehydrogenase_(NAD)_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_NAD_or_NADP_as_acceptor
WBGene00000113	alh-7	ALdehyde_deHydrogenase	protein_coding	II	13485792	13491786	-	F45H10.1a.1;F45H10.1a.2;F45H10.1b	13487251;13485792	13491786;13488172	174991	NM_001267464;NM_001267465	aldehyde_dehydrogenase_(NAD)_activity;succinate-semialdehyde_dehydrogenase_(NAD+)_activity;succinate-semialdehyde_dehydrogenase_[NAD(P)+]_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;mitochondrion;NAD_binding;glutamate_decarboxylation_to_succinate;gamma-aminobutyric_acid_catabolic_process;oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_NAD_or_NADP_as_acceptor
WBGene00000114	alh-8	Probable_methylmalonate-semialdehyde_dehydrogenase_[acylating],_mitochondrial	protein_coding	II	11728949	11731226	+	F13D12.4a.1;F13D12.4a.2;F13D12.4a.3;F13D12.4b	11729055;11729016;11728949	11731226;11731201	174800	NM_001026907	mitochondrion;fatty-acyl-CoA_binding;methylmalonate-semialdehyde_dehydrogenase_(acylating)_activity;valine_metabolic_process;thymine_metabolic_process;malonate-semialdehyde_dehydrogenase_(acetylating)_activity;aldehyde_dehydrogenase_(NAD)_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity
WBGene00000115	alh-9	Putative_aldehyde_dehydrogenase_family_7_member_A1_homolog	protein_coding	III	5856038	5859185	+	F01F1.6.1;F01F1.6.2	5857209;5856038	5859185	175820	NM_065862	cellular_aldehyde_metabolic_process;aldehyde_dehydrogenase_(NAD)_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;cellular_component
WBGene00000116	alh-10	ALdehyde_deHydrogenase	protein_coding	X	7140502	7143641	-	C54D1.4	7140502	7143641	180979	NM_076802	aldehyde_dehydrogenase_(NAD)_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity
WBGene00000117	alh-11	ALdehyde_deHydrogenase	protein_coding	III	774323	778154	-	F42G9.5a;F42G9.5b	774323	778154;777005	185679	NM_171072;NM_171073	aminobutyraldehyde_dehydrogenase_activity;4-trimethylammoniobutyraldehyde_dehydrogenase_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;aldehyde_dehydrogenase_(NAD)_activity;oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_NAD_or_NADP_as_acceptor
WBGene00000118	alh-12	ALdehyde_deHydrogenase	protein_coding	III	7454012	7455982	+	Y69F12A.2a.1;Y69F12A.2a.2;Y69F12A.2b.1;Y69F12A.2b.2	7454081;7454012	7455982;7455972	176056	NM_001027759;NM_001027760	aminobutyraldehyde_dehydrogenase_activity;4-trimethylammoniobutyraldehyde_dehydrogenase_activity;oxidation-reduction_process;metabolic_process;oxidoreductase_activity;aldehyde_dehydrogenase_(NAD)_activity;oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_NAD_or_NADP_as_acceptor
WBGene00000120	aly-1	Ref/ALY_RNA_export_adaptor_family	protein_coding	IV	9108931	9109751	+	C01F6.5	9108931	9109751	177735	NM_069187	nucleotide_binding;nucleic_acid_binding
WBGene00000121	aly-2	Ref/ALY_RNA_export_adaptor_family	protein_coding	IV	9147466	9148582	+	F23B2.6	9147466	9148582	177738	NM_069193	nucleotide_binding;nucleic_acid_binding
WBGene00000122	aly-3	Ref/ALY_RNA_export_adaptor_family	protein_coding	IV	12123155	12124810	+	M18.7a.1;M18.7a.2;M18.7b	12123289;12123155;12123314	12124810;12124599	178157	NM_001083228;NR_003454	nucleotide_binding;nucleic_acid_binding
WBGene00000123	ama-1	DNA-directed_RNA_polymerase_II_subunit_RPB1	protein_coding	IV	4248070	4258173	+	F36A4.7	4248070	4258173	177190	NM_068122	transcription,_DNA-templated;metal_ion_binding;nucleus;embryo_development_ending_in_birth_or_egg_hatching;DNA_binding;gastrulation;DNA-directed_5'-3'_RNA_polymerase_activity;mRNA_transcription_from_RNA_polymerase_II_promoter;RNA_polymerase_II_activity;DNA-directed_RNA_polymerase_II,_core_complex;transferase_activity;protein_binding;nucleotidyltransferase_activity;chromosome;transcription_from_RNA_polymerase_II_promoter;positive_regulation_of_gastrulation;transcriptionally_active_chromatin;positive_regulation_of_transcription,_DNA-templated
WBGene00000133	amt-1	Putative_ammonium_transporter_1	protein_coding	X	4571448	4573914	+	C05E11.4	4571448	4573914	180729	NM_076383	integral_component_of_plasma_membrane;ammonium_transmembrane_transporter_activity;ammonium_transmembrane_transport;organic_cation_transport;nitrogen_utilization;membrane;integral_component_of_membrane;transport;ammonium_transport
WBGene00000135	amt-3	Putative_ammonium_transporter_3	protein_coding	II	8363196	8369159	-	M195.3	8363196	8369159	174338	NM_063360	integral_component_of_plasma_membrane;ammonium_transmembrane_transporter_activity;ammonium_transmembrane_transport;organic_cation_transport;nitrogen_utilization;membrane;integral_component_of_membrane;transport;ammonium_transport
WBGene00000136	amt-4	Ammonium_transporter	protein_coding	X	4565302	4569393	+	C05E11.5	4565302	4569393	180728	NM_076382	integral_component_of_plasma_membrane;ammonium_transmembrane_transporter_activity;ammonium_transmembrane_transport;organic_cation_transport;nitrogen_utilization;membrane;integral_component_of_membrane;transport;ammonium_transport
WBGene00000137	amx-1	Amine_oxidase_family_member_1	protein_coding	III	3822403	3826261	+	R13G10.2	3822403	3826261	175493	NM_065371	oxidoreductase_activity;DNA_binding;histone_H3-K4_demethylation;histone_demethylase_activity_(H3-dimethyl-K4_specific);oxidation-reduction_process
WBGene00000138	amx-2	AMine_oXidase_family	protein_coding	I	12759586	12764960	-	B0019.1	12759586	12764960	173146	NM_060835	oxidoreductase_activity;oxidation-reduction_process
WBGene00000139	amx-3	AMine_oXidase_family	protein_coding	V	20898937	20903441	-	F25C8.2a;F25C8.2b	20898937	20903441;20901348	184919	NM_001270034;NM_001270035	oxidoreductase_activity;oxidation-reduction_process
WBGene00000140	anc-1	Nuclear_anchorage_protein_1	protein_coding	I	4321095	4359105	+	ZK973.6	4321095	4359105	172034	NM_058952	integral_component_of_membrane;cytoplasm;perinuclear_region_of_cytoplasm;cytoskeleton;nuclear_envelope;cytoskeleton_organization;actin_binding;nucleus_localization;pronuclear_migration;nucleus_organization;localization;nuclear_outer_membrane;membrane;nucleus;protein_binding;chaperone_binding
WBGene00000142	aos-1	SUMO-activating_enzyme_subunit_aos-1	protein_coding	V	10127494	10130295	-	C08B6.9	10127494	10130295	179409	NM_073203	cytosol;protein_sumoylation;thiosulfate_sulfurtransferase_activity;protein_urmylation;SUMO_activating_enzyme_complex;tRNA_wobble_position_uridine_thiolation;protein_adenylyltransferase_activity;URM1_activating_enzyme_activity;ligase_activity;cytoplasm;small_protein_activating_enzyme_activity;SUMO_activating_enzyme_activity
